X,Y,OBJECTID,Cartegraph_ID,Cartegraph_Type,Year_Built,Ownership,X_Coordinate,Y_Coordinate,Comment,Field_Survey,Point_Confidence,File_Number,Watershed,Subdivision,Council_District,Map_Grid,INST_DATE,Rim_Elevation,East_Invert,West_Invert,North_Invert,South_Invert,STREET,PROP_GPIN,created_date,Conflict_in_structure,Pavement_Segment_ID,Stormpipe_Network_ID,Flushing_Maint_Year,CCTV_Maint_Year,last_edited_date
-8479325.5954,4412093.537,4799,17120-382,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164688.6005437,3461316.29690814, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,24.20000076,18.54000092,13.35999966,12.60999966,0,KEMPSVILLE RD (NB),14664163350000,,,0475-015,,,,
-8479251.4741,4412882.7552,4800,17120-148,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12164832.4873951,3463387.11888197,WS 17 SURVEY 2015,,SURVEY,C09-010,Elizabeth River,CHATHAM HALL,District 1,C09,1978/01/01 05:00:00+00,23.14999962,18.96999931,0,17.94000053,17.45999908,LORD DUNMORE DR (NB),14664382950000,,,0515-007,,,,
-8479226.5125,4412849.1629,4801,17120-144,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12164900.282207,3463300.80409397,WS 17 SURVEY 2015,,SURVEY,C09-010,Elizabeth River,CHATHAM HALL,District 1,C09,1978/01/01 05:00:00+00,24.12999916,7.76999998,0,17.06999969,7.82000017,LORD DUNMORE DR (NB),14664382950000,,,0515-007,,,,
-8475964.8677,4412701.8768,4802,17020-179,CONFLICT MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12173484.8014552,3463128.24899289,"CONFLICT W/ 8"" GRAVITY SEWER",,PLANS,E09-011,Upper North Landing River,DUNBARTON,District 3,E09,1974/01/01 05:00:00+00,10.57999992,6.69999981,6.69999981,0,0,STEEPLECHASE DR,14763341220000,,,0686-006,,,,
-8476383.1586,4412760.2978,4803,17020-284,CONFLICT MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12172381.2843053,3463253.71363698,"CONFLICT W/ 8"" GRAVITY SEWER HIGH LINE",,PLANS,E09-006,Elizabeth River,BELLAMY MANOR ESTATES,District 3,E09,1976/01/01 05:00:00+00,10.68000031,0,0,5.48000002,5.48000002,HANOVER DR,14762333700000,,,0436-003,,,,
-8480565.8192,4412390.9038,4804,22060-170,STORMWATER MANHOLE,1967,VIRGINIA BEACH PUBLIC WORKS,12161408.6769855,3462014.49564297, ,,PLANS,C09-009,Elizabeth River,HOMESTEAD,District 1,C09,1967/01/01 05:00:00+00,21.39999962,16.06999969,0,16.06999969,16.06999969,HILLVIEW BL,14661138780000,,,0448-001,,,,
-8480164.9521,4412549.0513,4805,22060-1186,STORMWATER MANHOLE,1988,VIRGINIA BEACH PUBLIC WORKS,12162452.429163,3462454.39633797,WATERSHED 22 SURVEY 2019,,SURVEY,B09-048,Elizabeth River,WHITEHURST GROVE,District 1,C09,1988/01/01 05:00:00+00,20.07999992,0,0,13.77999973,13.73999977,THOMPSON WY,14662234970000,,,5216-001,,,,
-8481130.7624,4412353.8369,4806,22060-080,STORMWATER MANHOLE,1972,VIRGINIA BEACH PUBLIC WORKS,12159925.7399907,3461881.02576555, ,,PLANS,B11-003,Elizabeth River,CEDAR HILL,District 1,C09,1972/01/01 05:00:00+00,16.15999985,7.55000019,7.55000019,0,0,STRICKLAND BL,14569199010000,,,0696-006,,,,
-8479115.5579,4412465.5895,4807,17120-296,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12165216.7796055,3462303.90516914, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,D09,1980/01/01 05:00:00+00,26.25,18.46999931,0,18.37000084,0,CHATHAM HALL DR,14665212780000,,,1640-001,,,,
-8479264.0946,4412631.1992,4808,17120-314,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164815.5602636,3462727.79408514, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,25.5,0,0,21.5,21.75,CHATHAM HALL DR,14664287140000,,,1640-003,,,,
-8476148.1721,4412594.1338,4809,17020-214,STORMWATER MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12173009.9329824,3462834.1649354, ,,PLANS,E09-006,Elizabeth River,BELLAMY MANOR ESTATES,District 3,E09,1976/01/01 05:00:00+00,10.94999981,0,5.55999994,5.55999994,0,TIMBERLAKE DR,14762298350000,,,0719-004,,,,
-8479149.4758,4412641.1739,4810,17120-178,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12165116.2565126,3462761.34454298, ,,PLANS,C09-010,Elizabeth River,CHATHAM HALL,District 1,D09,1978/01/01 05:00:00+00,25.44000053,0,0,19.29999924,19.39999962,LORD DUNMORE DR (NB),14665217040000,,,0515-005,,,,
-8476003.1206,4412448.3723,4811,17020-155,CONFLICT MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12173400.8180274,3462462.12270048,"CONFLICT W/ 8"" GRAVITY SEWER",,PLANS,E09-011,Upper North Landing River,DUNBARTON,District 1,E09,1974/01/01 05:00:00+00,10.14999962,6.34000015,6.34000015,0,0,HIALEAH DR,14763233690000,,,0444-005,,,,
-8479424.6289,4412241.8989,4812,17120-362,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164418.6411099,3461698.26628856, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,26.5,0,0,11.81999969,11.92000008,CHATMOSS DR,14664137800000,,,1644-002,,,,
-8481053.9677,4412445.3725,4813,22060-074,STORMWATER MANHOLE,1971,VIRGINIA BEACH PUBLIC WORKS,12160121.7714228,3462125.59843914, ,,IMAGERY,B10-002,Elizabeth River,CEDAR HILL,District 1,C09,1971/01/01 05:00:00+00,13.52000046,0,0,6.17000008,6.17000008,STRICKLAND BL,14660210800000,,,0696-007,,,,
-8475938.2438,4412635.3097,4814,17020-168,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12173559.1526845,3462955.74376048, ,,PLANS,E09-011,Upper North Landing River,DUNBARTON,District 1,E09,1974/01/01 05:00:00+00,11.92000008,5.92999983,5.92999983,6.11999989,0,STEEPLECHASE DR,14763249970000,,,0686-005,,,,
-8476140.2074,4412598.4342,4815,17020-196,STORMWATER MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12173030.5914056,3462845.94509555, ,,PLANS,E09-006,Elizabeth River,DUNBARTON,District 3,E09,1976/01/01 05:00:00+00,10.35000038,6.44999981,0,6.44999981,0,TIMBERLAKE DR,14763209620000,,,0719-004,,,,
-8479608.3706,4412568.6007,4816,17120-002,STORMWATER MANHOLE,1969,VIRGINIA BEACH PUBLIC WORKS,12163914.473155,3462541.60121606, ,,PLANS,C09-011,Elizabeth River,HAVEN ESTATES,District 1,C09,1969/01/01 05:00:00+00,28.39999962,22.54999924,0,22.79999924,22.79999924,PINE FOREST CT,14664205030000,,,4200-001,,,,
-8479364.953,4412232.582,4817,17120-352,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164576.1407949,3461677.74631648, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,25.70000076,18.65999985,0,18.55999947,0,LORD DUNMORE DR (NB),14664156550000,,,0515-001,,,,
-8479332.7138,4413104.9933,4818,17120-160,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12164604.5534677,3463963.59476314,WS 17 SURVEY 2015,,SURVEY,C09-010,Elizabeth River,CHATHAM HALL,District 1,C08,1978/01/01 05:00:00+00,24.53000069,20.5,0,21.05999947,20.5,LORD GEORGE DR,14664359410000,,,3460-001,,,,
-8476092.65,4413091.1064,4819,17020-276,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12173123.403556,3464138.7312239, ,,PLANS,E09-011,Elizabeth River,DUNBARTON,District 3,E08,1974/01/01 05:00:00+00,14.34000015,0,0,0,9.43000031,HANOVER DR,14763401850000,,,0436-006,,,,
-8479298.9984,4412402.6461,4820,17120-334,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164738.5604175,3462127.2254044, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,25.60000038,21.12999916,19.42000008,0,19.67000008,LORD DUNMORE DR (NB),14664271580000,,,0515-002,,,,
-8479498.7907,4412172.7429,4821,17120-440,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164228.1214778,3461512.41659464, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,27.5,0,0,20.35000038,20.45000076,ALISHIRE CT,14664114750000,,,0874-001,,,,
-8481028.6853,4412115.0378,4822,22060-130,STORMWATER MANHOLE,1972,VIRGINIA BEACH PUBLIC WORKS,12160209.4398826,3461262.45810506, ,,IMAGERY,B11-003,Elizabeth River,CEDAR HILL,District 1,C09,1972/01/01 05:00:00+00,17.12999916,12.97999954,12.97999954,0,0,HEARTH DR,14660122420000,,,2828-001,,,,
-8479080.7078,4412734.0012,4823,17120-270,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12165291.0504543,3463008.80763073, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,D09,1980/01/01 05:00:00+00,26.40999985,18.5,14.80000019,0,14.89999962,LORD DUNMORE DR (NB),14665320500000,,,0515-005,,,,
-8479119.274,4412755.7949,4824,17120-268,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12165188.2494788,3463063.3534534, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,D09,1980/01/01 05:00:00+00,26,14.64000034,0,14.53999996,0,LORD DUNMORE DR (NB),14665320500000,,,0515-005,,,,
-8480564.4606,4412330.4198,4825,22060-168,STORMWATER MANHOLE,1967,VIRGINIA BEACH PUBLIC WORKS,12161416.1372724,3461856.24595948, ,,PLANS,C09-009,Elizabeth River,HOMESTEAD,District 1,C09,1967/01/01 05:00:00+00,23,15.60000038,0,12.19999981,15.60000038,HILLVIEW BL,14661138780000,,,0448-001,,,,
-8480223.796,4413112.9584,4826,22060-476,STORMWATER MANHOLE,1973,VIRGINIA BEACH PUBLIC WORKS,12162261.42528,3463926.74181847,Source:CD#5-0170,,PLANS, ,Elizabeth River,HAVEN HEIGHTS,District 1,C08,1973/01/01 05:00:00+00,-99,20.38999939,20.38999939,0,20.38999939,GALE DR,14662339810000,,,2539-005,,,,
-8479162.7011,4412564.4069,4827,17120-180,STORMWATER MANHOLE,1978,VIRGINIA BEACH PUBLIC WORKS,12165086.4478451,3462559.5276894, ,,PLANS,C09-010,Elizabeth River,CHATHAM HALL,District 1,D09,1978/01/01 05:00:00+00,25.86000061,0,0,19.79999924,19.89999962,LORD DUNMORE DR (NB),14665205570000,,,0515-004,,,,
-8475956.6851,4412465.769,4828,17020-158,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12173521.7629955,3462510.71479489, ,,PLANS,E09-011,Upper North Landing River,DUNBARTON,District 1,E09,1974/01/01 05:00:00+00,12.5,7.05000019,7.05000019,0,0,HIALEAH DR,14763245730000,,,0444-005,,,,
-8480357.5635,4412307.0667,4829,22060-188,STORMWATER MANHOLE,1988,VIRGINIA BEACH PUBLIC WORKS,12161961.6037011,3461808.47472957,WATERSHED 22 SURVEY 2019,,SURVEY,B09-048,Elizabeth River,NEW LIGHT,District 1,C09,1988/01/01 05:00:00+00,20.40999985,0,8.07999992,8.34000015,0,THOMPKINS CT,14661197040000,,,5214-001,,,,
-8480353.4421,4412303.9777,4830,22060-187,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12161972.6381279,3461800.65453523, ,,PLANS,C09-038,Elizabeth River,NEW LIGHT,District 1,C09,1985/01/01 05:00:00+00,20.07999992,0,13.71000004,0,13.71000004,THOMPKINS CT,14661197040000,,,5214-001,,,,
-8479755.5323,4411942.2592,4831,17120-056,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12163567.9636774,3460892.3951969, ,,PLANS,C09-020,Elizabeth River,BIRNAM WOODS,District 1,C09,1974/01/01 05:00:00+00,19.95000076,0,0,13.23999977,13.34000015,BIRNAM WOODS CT,14663048960000,,,6158-001,,,,
-8479118.3706,4412487.9488,4832,17120-294,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12165207.9394001,3462362.25478998, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,D09,1980/01/01 05:00:00+00,26.60000038,0,0,18.12000084,18.21999931,LORD DUNMORE DR (NB),14665213640000,,,0515-004,,,,
-8479994.9765,4412237.7103,4833,22060-372,CONFLICT MANHOLE,1988,VIRGINIA BEACH PUBLIC WORKS,12162919.3701583,3461650.35496706,WATERSHED 22 SURVEY 2019,,SURVEY, ,Elizabeth River,WHITEHURST WOODS,District 1,C09,1988/01/01 05:00:00+00,19.03000069,0,0,15.26000023,15.18000031,BRANCHWOOD WY,14662195480000,,,1325-001,,,,
-8479230.6908,4412427.708,4834,17120-340,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164916.530206,3462197.26529056, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,26.12000084,21.93000031,21.82999992,0,0,LORD DUNMORE DR (NB),14664281890000,,,0515-002,,,,
-8479251.3278,4412408.4092,4835,17120-338,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164863.5201414,3462145.40548614, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,26.04999924,21.61000061,21.51000023,0,0,LORD DUNMORE DR (NB),14664281890000,,,0515-002,,,,
-8476585.3965,4412507.7,4836,17020-310,STORMWATER MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12171866.0852045,3462579.21400173, ,,PLANS,E09-006,Elizabeth River,BELLAMY MANOR ESTATES,District 3,E09,1976/01/01 05:00:00+00,12.55000019,0,6.61000013,6.61000013,0,HANOVER DR,14761286550000,,,0436-001,,,,
-8476676.922,4412550.8863,4837,17020-314,STORMWATER MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12171622.638841,3462686.26660915,NW INV: 9.15,,PLANS,E09-006,Elizabeth River,BELLAMY MANOR ESTATES,District 3,E09,1976/01/01 05:00:00+00,11.65999985,6.78999996,8.51000023,7.94000006,6.86999989,ADMIRATION DR,14761277400000,,,0170-002,,,,
-8481392.7222,4412282.4608,4838,22060-092,STORMWATER MANHOLE,1972,VIRGINIA BEACH PUBLIC WORKS,12159241.5815821,3461677.30635673, ,,PLANS,B11-003,Elizabeth River,CEDAR HILL,District 1,C09,1972/01/01 05:00:00+00,18.47999954,11.44999981,12.18000031,11.69999981,0,STRICKLAND BL,14569137790000,,,0696-004,,,,
-8479402.9143,4412299.9967,4839,17120-346,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164471.9808982,3461851.76598155, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,25.04999924,0,0,17.18000031,17.28000069,LORD DUNMORE DR (NB),14664148040000,,,0515-001,,,,
-8479505.6761,4412037.0537,4840,17120-420,STORMWATER MANHOLE,1981,VIRGINIA BEACH PUBLIC WORKS,12164218.7773364,3461156.75031123, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1981/01/01 05:00:00+00,-99,20.55999947,20.64999962,18.87000084,18.64999962,ALISHIRE CT,14664112700000,,,0874-001,,,,
-8480512.9009,4411777.8484,4841,22060-754,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12161587.226169,3460412.99261239, ,,PLANS, ,Elizabeth River,NEW LIGHT,District 1,C09,,21.12000084,0,0,0,0,GENERAL ST,14661054670000,,,2584-002,,,,
-8479316.6561,4412004.5767,4842,17120-404,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164717.8504852,3461083.98733339, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,24.54999924,19.26000023,0,17.19000053,17.29000092,CHATMOSS DR,14664171830000,,,1644-004,,,,
-8479773.2851,4411990.3973,4843,17120-054,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12163518.1829371,3461017.26765056, ,,PLANS,C09-020,Elizabeth River,BIRNAM WOODS,District 1,C09,1974/01/01 05:00:00+00,20.79999924,0,11.68999958,11.46000004,12.96000004,BIRNAM WOODS CT,14663059150000,,,6158-001,,,,
-8475997.5944,4411211.6348,4844,13180-134,CONFLICT MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12173496.2627184,3459224.78337464,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1982/01/01 05:00:00+00,11.43000031,7.94999981,7.94999981,6.9000001,6.9000001,CRYSTALWOOD CT,14753952490000,,,1968-001,NET_ID_007044,,,
-8475996.9808,4411315.7391,4845,13180-124,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12173491.0645661,3459497.37698956,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1982/01/01 05:00:00+00,13.51000023,7.17999983,7.17999983,0,6.30999994,SELWOOD DR,14753954410000,,,0640-005,NET_ID_007044,,,
-8476002.1739,4411320.0133,4846,13180-126,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12173477.1302107,3459508.22572115,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1982/01/01 05:00:00+00,13.56999969,6.76000023,6.76000023,5.63999987,5.63999987,SELWOOD DR,14753954410000,,,0640-005,NET_ID_007044,,,
-8474851.058,4411170.8343,4847,13160-074,JUNCTION BOX,1985,VIRGINIA BEACH PUBLIC WORKS,12176513.6467755,3459193.47142939, ,,PLANS,4-2-85,Upper North Landing River,BELLAMY WOODS,District 1,E09,1985/01/01 05:00:00+00,11.02999973,2.23000002,2.23000002,0,0,DORCHESTER LA,14756952460000,,,2135-004,,,,
-8480339.6667,4411765.8828,4848,22060-774,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12162043.4791935,3460392.85813823, ,,PLANS, ,Elizabeth River,NEW LIGHT,District 1,C09,,-99,0,0,0,0,THOMPKINS LA,14662004060000,,,5215-002,,,,
-8481247.0321,4411853.1734,4849,22280-564,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12159652.1506429,3460562.84861189, ,,PLANS, ,Elizabeth River,CEDAR HILL,District 1,C09,1993/01/01 05:00:00+00,20.04999924,0,13.46000004,0,13.60000038,INDIAN RIVER RD (WB),14569066700000,,,0054-053,,,,
-8475095.0738,4411309.9198,4850,13160-098,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12175862.898077,3459541.51043148, ,,PLANS,E11-12,Upper North Landing River,BELLAMY WOODS,District 1,E09,1985/01/01 05:00:00+00,11.19999981,0,0,2.8599999,1.86000001,BIRKS LN,14755986500000,,,0262-004,NET_ID_007195,,,
-8480972.7294,4412115.0845,4851,22060-126,STORMWATER MANHOLE,1972,VIRGINIA BEACH PUBLIC WORKS,12160356.5567144,3461266.18710023, ,,IMAGERY,B11-003,Elizabeth River,CEDAR HILL,District 1,C09,1972/01/01 05:00:00+00,16.06999969,0,12.11999989,13.02999973,11.61999989,HEARTH DR,14660142750000,,,2828-001,,,,
-8476140.679,4412086.0994,4852,17020-110,STORMWATER MANHOLE,1976,VIRGINIA BEACH PUBLIC WORKS,12173062.8521679,3461504.71746306, ,,PLANS,E09-010,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1976/01/01 05:00:00+00,10.35000038,5.80999994,6.82999992,6.03999996,0,DUNHILL DR,14763114550000,,,0376-003,,,,
-8480350.9691,4412165.4421,4853,22060-278,STORMWATER MANHOLE,1987,VIRGINIA BEACH PUBLIC WORKS,12161988.0534514,3461438.14673007, ,,PLANS,C09-098,Elizabeth River,NEW LIGHT,District 1,C09,1987/01/01 05:00:00+00,21.5,0,16.29999924,15.68999958,15.68999958,LANDINGS CR,14661194350000,,,3278-001,,,,
-8480514.5364,4411429.7046,4854,22060-670,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12161605.3127471,3459501.43898931,NAVD88 - AUG2018 PW SURVEY,,SURVEY, ,Elizabeth River,NEW LIGHT,District 1,C09,,18.82999992,11.31000042,11.14000034,12.21000004,0,THOMPKINS LA,14651955840000,,,5215-001,NET_ID_007271,,,
-8480416.7509,4411735.4605,4855,22060-762,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12161842.7591226,3460308.23232323,NAVD88 - AUG2018 PW SURVEY,,SURVEY, ,Elizabeth River,NEW LIGHT,District 1,C09,,19.01000023,0,14.65999985,0,14.69999981,THOMPKINS LA,14661072660000,,,5215-001A,,,,
-8475052.2603,4411435.6,4856,13160-102,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12175967.2180783,3459873.37000398, ,,PLANS,E11-12,Upper North Landing River,BELLAMY WOODS,District 1,E09,1985/01/01 05:00:00+00,13,0,0,8.35000038,8,BRATTLEBORO AR,14755999850000,,,1332-001,NET_ID_007195,,,
-8474941.9736,4411102.7095,4857,13160-061,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12176279.0681764,3459009.11418656,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY WOODS,District 1,E09,1985/01/01 05:00:00+00,10.89999962,4.21999979,4.21999979,0,0,DORCHESTER LA,14756920970000,,,2135-002,,,,
-8474932.4531,4411102.9031,4858,13160-062,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12176304.0887956,3459010.2493549,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY WOODS,District 1,E09,1985/01/01 05:00:00+00,12,4.42999983,4.42999983,0,0,DORCHESTER LA,14756920970000,,,2135-002,,,,
-8479662.3581,4411883.9059,4859,17120-082,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12163816.7059621,3460745.66550347, ,,SURVEY,C09-020,Elizabeth River,BIRNAM WOODS,District 1,C09,1974/01/01 05:00:00+00,-99,13.76000023,13.59000015,13.61999989,0,WHITEHURST LANDING RD,14663077600000,,,5564-001,,,,
-8479684.2605,4411840.1396,4860,17120-084,STORMWATER MANHOLE,1975,VIRGINIA BEACH PUBLIC WORKS,12163761.942292,3460629.66836014, ,,PLANS,C11-004,Elizabeth River,BIRNAM WOODS,District 1,C09,1975/01/01 05:00:00+00,21.29999924,0,0,15.07999992,15.18000031,GLAMIS CT,14663077600000,,,2604-002,,,,
-8480472.9451,4411759.8486,4861,22060-756,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12161693.4392112,3460368.45005056, ,,PLANS, ,Elizabeth River,NEW LIGHT,District 1,C09,,20.63999939,0,0,0,0,GENERAL ST,14661074220000,,,2584-002,,,,
-8475992.008,4411328.0675,4862,13180-110,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12173503.3332423,3459529.98027082,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1982/01/01 05:00:00+00,13.60999966,6.86999989,6.86999989,7.3499999,0,LARKWOOD DR,14753955950000,,,3307-001,NET_ID_007176,,,
-8475998.3713,4411328.921,4863,13180-112,CONFLICT MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12173486.5458743,3459531.79654014,Source:As-built Plan,,PLANS, ,Upper North Landing River,BELLAMY MANOR ESTATES,District 1,E09,1982/01/01 05:00:00+00,13.72000027,6.51999998,6.51999998,5.53999996,5.53999996,LARKWOOD DR,14753955950000,,,3307-001,NET_ID_007176,,,
-8480773.4691,4411570.4955,4864,22280-106,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12160915.4365021,3459853.32247189,,,PLANS,INDIAN RIVER RD PH V,Elizabeth River,NEW LIGHT,District 1,C09,1980/01/01 05:00:00+00,19.07999992,0,0,0,0,INDIAN RIVER RD (WB),14650999330000,,,0054-051,NET_ID_007271,,,
-8479275.6814,4412107.8429,4865,17120-384,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164818.9103225,3461356.98678739, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,24.47999954,17.15999985,17.05999947,0,0,KEMPSVILLE RD (NB),14664184040000,,,0475-015,,,,
-8475092.449,4411569.1782,4866,13160-356,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12175852.7783465,3460220.42934923,Source:Road Plans,,PLANS, ,Upper North Landing River,BELLAMY WOODS,District 1,E09,,16.67000008,0,4.3499999,3.77999997,0,OLD PRINCESS ANNE RD,14765091050000,,,4003-001,,,,
-8479973.0518,4411913.3896,4867,17120-068,STORMWATER MANHOLE,1974,VIRGINIA BEACH PUBLIC WORKS,12162997.9116679,3460802.7339589, ,,PLANS,C09-020,Elizabeth River,BIRNAM WOODS,District 1,C09,1974/01/01 05:00:00+00,22.39999962,0,0,16.60000038,16.70000076,DONALBAINE DR,14663008550000,,,2116-002,,,,
-8479328.5274,4411952.0582,4868,17120-408,STORMWATER MANHOLE,1980,VIRGINIA BEACH PUBLIC WORKS,12164690.030659,3460945.72776739, ,,PLANS, ,Elizabeth River,CHATHAM HALL,District 1,C09,1980/01/01 05:00:00+00,25.55999947,0,0,18.01000023,18.11000061,CHATMOSS DR,14664079740000,,,1644-005,,,,
-8480972.6846,4412059.5324,4869,22060-138,STORMWATER MANHOLE,1972,VIRGINIA BEACH PUBLIC WORKS,12160360.240106,3461120.75989765, ,,IMAGERY,B11-003,Elizabeth River,CEDAR HILL,District 1,C09,1972/01/01 05:00:00+00,16.27000046,0,0,12.77999973,12.77999973,PARKLAND LA,14660140790000,,,4104-003,,,,
-8475261.9858,4410361.9124,4870,13140-444,STORMWATER MANHOLE,,PRIVATELY OWNED,12175486.2288828,3457048.45570631, ,,PLANS, ,Upper North Landing River,SALEM WOODS,District 7,E10,,10.10999966,0,0,3.5,1.96000004,ROUND HILL DR (NB),14755659780000,,,0622-017,NET_ID_006595,,,
-8475814.3554,4410616.7807,4871,13140-560,STORMWATER MANHOLE,,PRIVATELY OWNED,12174017.0218475,3457679.40424757, ,,PLANS, ,Upper North Landing River,SALEM WOODS,District 1,E10,,10.85000038,7.07999992,6.61999989,0,6.61999989,REVERE DR,14754706400000,,,0611-017,NET_ID_006638,,,
-8475784.0248,4410440.5017,4872,13140-484,STORMWATER MANHOLE,,PRIVATELY OWNED,12174108.3218617,3457219.85529789, ,,PLANS, ,Upper North Landing River,SALEM WOODS,District 1,E10,,12.32999992,0,0,3.08999991,0,NARBONNE CT,14754701910000,,,3855-001,NET_ID_006595,,,
-8474661.1947,4410431.8363,4873,13140-418,STORMWATER MANHOLE,,PRIVATELY OWNED,12177061.4757323,3457271.17507714, ,,PLANS, ,Upper North Landing River,SALEM WOODS,District 7,F10,,8.13000011,0,0,-0.17,0,ELLERBECK CT,14757702810000,,,2284-001,NET_ID_006595,,,
